EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
270393847,MAGGIE LEES COMMUNITY CENTER,,16511 CHERRYLAWN ST,DETROIT,MI,48221-2932,0,3,3,1000,201011,1,15,0,1,1,201312,3,4,1,0,12,71862,107918,107918,N31,
270407753,LOST AND FOUND ASSOCIATION,% LOST AND FOUND ASSOCIATION,265 WALKER RD,DETROIT,MI,48207-0000,0,3,3,1000,201006,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P43,
270438403,METRO DETROIT HOUSING SERVICE,% MDHS,8528 WOODWARD AVE,DETROIT,MI,48202-2237,0,3,3,1200,201008,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,L80,
270449080,QUELLE FAITH CENTER INC,,8263 OHIO ST,DETROIT,MI,48204-3237,0,3,3,7000,201003,1,10,0,1,1,,0,0,6,0,12,,,,X21,
270525774,EDGE OPPORTUNITIES,% TURKIA AWADA MULLIN,611 WOODWARD AVE SUITE L220,DETROIT,MI,48226-3408,0,6,3,2000,200909,2,0,0,1,1,201312,3,3,2,0,12,32791,46500,46500,S41,
270526985,SASHA CENTER INC,% KALIMAH JOHNSON,701 MCDOUGALL ST,DETROIT,MI,48207-3981,0,3,3,1200,201007,1,15,0,1,1,201312,2,2,2,0,12,11608,23398,23398,P62,
270563715,RESET INCORPORATED,% DEBORAH HARRIS-SWAN,18690 BIRCHCREST DR,DETROIT,MI,48221-2225,0,3,3,1000,200909,1,15,0,1,1,201307,0,0,2,0,7,0,0,0,P20,RESET
270598984,ROOSTERTAIL FOUNDATION,% THOMAS SCHOENITH,100 MARQUETTE DR,DETROIT,MI,48214-3628,0,3,3,1000,200912,1,16,0,1,1,201212,0,0,2,0,12,0,0,0,P300,
270607089,ESPERANZA DETROIT,,2000 WABASH ST,DETROIT,MI,48216-1564,0,3,3,1000,201011,1,15,0,1,1,201309,5,6,1,0,9,501116,1899805,1899805,B90,
270609504,S A Y DETROIT,,150 STIMSON STREET NO 102,DETROIT,MI,48201-2410,5761,3,9,1000,201008,1,15,0,1,1,201312,4,4,1,0,12,252511,457735,457735,L12,A HOLE IN THE ROOF FOUNDATION
270645241,UNITED CHRISTIANS IN CHRIST ASSEMBLY,% RICHARD OUSLEY,18062 PRE ST,DETROIT,MI,48235-0000,0,3,3,1000,201301,1,10,0,1,1,201312,1,2,6,0,12,6814,17233,17233,X21,UNITED CHRISTIAN IN CHRIST
270689408,PERVIS JACKSON JR AUTISM FOUNDATION,% CLAUDREEN JACKSON,3464 OAKMAN BLVD,DETROIT,MI,48204-1213,0,3,3,1200,201405,1,16,0,1,1,,0,0,2,0,12,,,,G84,
270714179,LOAVES AND FISHES SOUTHWEST DETROIT,% SISTER EILEEN LANTZY,4311 CENTRAL ST,DETROIT,MI,48210-2736,0,3,3,1000,201001,1,15,0,1,1,201406,3,3,1,0,6,80344,51970,42763,K31,
270763653,ST PAUL APOSTOLIC FAITH TEMPLE IN CHRIST JESUS,% ST PAUL SAVE TEMPLE,19325 PLYMOUTH RD,DETROIT,MI,48228-1359,0,3,3,7000,201012,1,10,0,1,1,,0,0,6,0,12,,,,X20,
270792904,DIRECTOR OF THE DAY YOUTH DEVELOPMENT,,PO BOX 3188,DETROIT,MI,48203-0188,0,3,3,1000,201408,1,15,0,1,1,,0,0,1,0,12,,,,B03,
270802961,TYRONE NON PROFIT,,20510 WESTMORELAND RD,DETROIT,MI,48219-1451,0,3,3,1000,201407,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P81,
270835817,BUFFALO CHARLES TERRACE ASSOCAITON,% RENE JOHNSON-LITTLE,11911 BUFFALO ST,DETROIT,MI,48212-2848,0,3,3,1000,201102,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,P20,
270858135,LOVE N KINDNESS COMMUNITY DEVELOPMENT CORPORATION,% ZACHARY HICKS,12249 CAMDEN ST,DETROIT,MI,48213-1755,0,3,3,1000,201002,1,15,0,1,1,201409,4,4,1,0,9,389118,472118,472118,L40,
270906889,CCC BECAUSE WE CARE FOUNDATION,% DIRECTORS,535 GRISWOLD SUITE 111-241,DETROIT,MI,48226-3604,0,3,3,1000,201003,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O50,
271023226,SHERWOOD FOREST ASSOCIATION,,19405 RENFREW RD,DETROIT,MI,48221-1835,0,3,3,1000,201408,1,16,0,1,1,,0,0,2,0,12,,,,S22,
271027052,LAMBDA THETA ALPHA,% THERESA RAMIREZ,4091 WESSON ST,DETROIT,MI,48210-2498,5887,7,9,1000,201110,2,0,0,5,1,201206,0,0,2,0,6,0,0,0,B83,BETA OMEGA CHAPTER
271137061,DETROIT CARES CIRCLE OF THE NATIONAL CARES MENTORING MOVEMENT,% MADISON & MADISON INTERNATIONAL,1420 WASHINGTON BLVD,DETROIT,MI,48226-1718,0,3,3,1000,201210,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O50,DETROIT CARES CIRCLE
271142408,REAL LIFE MY MUSIC,% LENA PERNELL,19460 MANSFIELD ST,DETROIT,MI,48235-2319,0,3,3,2000,201104,1,15,0,1,1,201407,0,0,2,0,7,0,0,0,A68,
271170409,JAMAL MOORE COMMUNITY SERVICE,% CEDRIC FAILS,18665 WEST EIGTH MILE ROAD,DETROIT,MI,48219-0000,0,3,3,2100,201007,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,G32,
271184258,NATIONAL YOUTH SPORTS PROGRAM FOUNDATION INC,% ROCHELLE TAYLOR,1744 SHERIDAN ST,DETROIT,MI,48214-2410,0,3,3,1000,201010,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O20,
271323626,COMMUNITY INVESTMENT SUPPORT FUND,% ERIC B LARSON,1092 WOODWARD AVE,DETROIT,MI,48226-1906,0,3,3,1000,201212,1,15,0,1,1,201312,3,3,1,0,12,26622,71912,71912,S31,
271328833,WORKING OUT WITH LAZET FOUNDATION,% LAZET BOATMON,1629 HOLDEN STREET,DETROIT,MI,48208-1390,0,3,3,2000,201411,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,P20,
271337435,KUNSTHALLE DETROIT,% TATE OSTEN,5001 GRAND RIVER AVE,DETROIT,MI,48208-2053,0,3,3,1200,201006,1,15,0,1,1,201410,0,0,2,0,10,0,0,0,A51,
271352761,STEPPING INTO SUCCESS,% TRACY CHAPMAN,5068 AUDUBON RD,DETROIT,MI,48224-2659,0,3,3,1200,201403,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,B82,
271387647,GOODWILLS GREEN WORKS INC,% KATHLEEN A LARID,3111 GRAND RIVER AVE,DETROIT,MI,48208-2962,0,3,3,1000,201004,1,16,0,1,1,201312,6,7,1,0,12,2805160,5946572,5946572,J32,
271435687,POWER HOUSE PRODUCTIONS,% REGINA REICHERT,13100 KLINGER ST,DETROIT,MI,48212-2318,0,3,3,1200,201008,1,15,0,1,1,201312,4,4,1,0,12,219336,101110,101110,S30,
271568255,COTILLION SOCIETY OF DETROIT EDUCATIONAL FOUNDATION,% CEDRIC FAILS,PO BOX 442478,DETROIT,MI,48244-2478,0,3,3,1000,201102,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,B82,
271578269,NEIGHBORS BUILDING BRIGHTMOOR,% MARK SCHUMACK,15081 GRAYFIELD ST,DETROIT,MI,48223-1890,0,3,3,2100,201101,1,15,0,1,1,201310,2,3,1,0,10,24758,52787,52787,K20,
271616163,A TIME TO HELP,,150 STIMSON ST STE 103,DETROIT,MI,48201-2410,0,3,3,1000,201408,1,15,0,1,1,201312,1,0,2,0,12,1,0,0,P20,
271619074,DO FOUNDATION,% DO FOUNDATION,8800 JOY RD,DETROIT,MI,48204-3224,0,3,3,1000,201009,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,P60,
271623493,NYISO MEDICAL DENTAL AND LIFE BENEFITS PLAN TRUST,% PATRICIA PUTMAN,PO BOX 75000,DETROIT,MI,48275-3462,0,9,3,1000,201009,2,0,0,2,1,201312,6,6,1,0,12,4284044,2028285,546322,Y43,
271683825,AL-AQABAH ISLAMIC COMMUNITY CENTER,% MICHAEL STEWART,PO BOX 32087,DETROIT,MI,48232-0087,0,3,3,7000,201105,1,10,0,1,1,201312,0,0,6,0,12,0,0,0,X40,
271707572,OUR YOUTH LIFELINE CAREER DEVELOPMENT INC,% TAMARA MAXWELL,9155 DAWES ST,DETROIT,MI,48204-2784,0,3,3,1000,201008,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,B90,
271728068,TAWHEED CENTER OF DETROIT SCHOOL,% ADNAN SHAOUT,18624 W WARREN AVE,DETROIT,MI,48228-3445,0,3,3,7000,201409,1,11,0,1,1,201306,5,5,13,0,6,987821,878982,875512,B24,
271765290,LITERACY CENTER,% THE LITERACY CENTER,645 GRISWOLD ST STE 1302,DETROIT,MI,48226-3429,0,3,3,1200,201104,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,B60,BLACKBOTTOM GROUP
271819732,CHARITY HOME CARE SERVICES INC,% SYLVANUS IKERI,7242 MANSFIELD ST,DETROIT,MI,48228-3640,0,3,3,1000,200903,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,,
271841875,CODY ROUGE COMMUNITY ACTION ALLIANCE INC,% PATRICIA BUTLER,19321 W CHICAGO ST STE 105,DETROIT,MI,48228-1739,0,3,3,1000,201412,1,16,0,1,1,,0,0,2,0,12,,,,P28,
271855040,YOUTH VISION SOLUTIONS,% SANDRA COTTER,2959 MARTIN LUTHER KING JR BLVD,DETROIT,MI,48208-2475,0,3,3,1200,201112,1,15,0,1,1,201306,6,7,1,0,6,2076517,7133880,7133880,B29,
271868498,EAST MICHIGAN CHRISTIAN COMMUNITY DEVELOPMENT ASSOCIATION,% MARK JUDKINS,10421 W 7 MILE RD,DETROIT,MI,48221-1964,0,3,3,1000,201206,1,15,0,1,1,201404,2,4,1,0,4,24874,138099,138099,S20,
271927369,INVEST DETROIT FOUNDATION,% DAVID BLASZKIEWICZ,600 RENAISSANCE CTR STE 1710,DETROIT,MI,48243-1810,0,3,3,1000,201010,1,15,0,1,1,201312,8,7,1,0,12,33874150,5646128,5646128,S30,
271962186,PARADISE TEMPLE CHURCH OF GOD IN CHRIST,% TYRONE L ANDERSON,2160 MOUNT ELLIOTT ST,DETROIT,MI,48207-0000,1969,3,9,7000,196901,1,10,0,5,1,,0,0,6,0,12,,,,,
271981443,SHIPLEY FAMILY FOUNDATION,,19505 CANTERBURY RD,DETROIT,MI,48221-1876,0,3,3,1000,201502,1,15,0,1,1,,0,0,2,0,6,,,,B11,
272008568,ARCHDIOCESE OF DETROIT ENDOWMENT FOUNDATION INC,% MICHAEL TRUEMAN,12 STATE ST,DETROIT,MI,48226-0000,928,3,9,1700,194603,1,10,31150120,5,1,,0,0,6,0,12,,,,,
272008691,ARCHDIOCESE OF DETROIT PRIESTS PENSION PLAN,% MICHAEL TRUEMAN,12 STATE ST,DETROIT,MI,48226-0000,928,3,9,1700,194603,1,10,31150120,5,1,,0,0,6,0,12,,,,,
272059007,NEW PARADIGM FOR EDUCATION INC,% RALPH BLAND,1903 WILKINS ST,DETROIT,MI,48207-2112,0,3,3,2000,201303,1,15,0,1,1,201406,6,7,1,0,6,1783889,9415776,9415776,B90,
272106167,REDEEM PROGRAMS,,11025 GRATIOT AVE,DETROIT,MI,48213-1333,0,3,3,1200,201008,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,I31,
272127524,PERFECTING GRACE MINISTRIES,,13114 FENKELL ST,DETROIT,MI,48227-4071,0,3,3,7000,201210,1,10,0,1,1,201312,1,3,6,0,12,4675,96001,96001,X21,
272192562,BEVERLY THOMAS FINE ARTS INSTITUTE,% BEVERLY THOMAS,17751 HAMILTON RD,DETROIT,MI,48203-1799,0,3,3,1000,201406,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,A99,
272258321,MCCASKILL CENTER,,20091 JAMES COUZENS FWY,DETROIT,MI,48235-1843,0,3,3,1000,201009,1,15,0,1,1,201112,0,0,2,0,12,0,0,0,T03,
272308036,OPERATION GRADUATION,,15000 TROJAN ST,DETROIT,MI,48235-1680,0,3,3,1000,201410,1,15,0,1,1,201312,6,6,1,0,12,1807751,2707919,2671771,B82,
272370966,SECOND MILE CENTER OF DETROIT,% RUTH AZAR,18391 MORANG DR,DETROIT,MI,48205-3032,0,3,3,1700,201203,1,15,0,1,1,201312,1,4,1,0,12,6400,318364,318364,P20,
272391713,IVY LEAGUE ORGANIZATION,% IVORY N BROOKS,19460 CRANBROOK DR APT 105,DETROIT,MI,48221-1545,0,3,3,1000,201408,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,S81,
272405100,NEW BREED TRACK AND FIELD CLUB,% MICHELE M WATKINS,1485 EDISON ST,DETROIT,MI,48206-2036,0,3,3,2000,201407,1,15,0,5,1,,0,0,2,0,9,,,,N997,NEW BREED TRACK CLUB
272406398,ASH TRIPLE THREAT BASKETBALL ORGANIZATION,,12657 WARD ST,DETROIT,MI,48227-3567,0,3,3,1000,201501,1,4,0,1,1,,0,0,0,1,12,,,,P30,
272567793,DYMOND DESIGNS BEAUTY INSTITUTE,% DYMOND DESIGNS BEAUTY INSTITUTE,2170 E JEFFERSON AVE APT 109,DETROIT,MI,48207-4109,0,3,3,2000,201011,1,11,0,1,1,201405,0,0,2,0,5,0,0,0,B30,
272583722,HAMP FAMILY FUND,% DAVID M HEMPSTEAD,1901 SAINT ANTOINE ST FL 6,DETROIT,MI,48226-2310,0,3,3,1000,201010,1,4,0,1,1,201312,6,5,0,1,12,2457406,624787,,T22,
272620275,RACQUET UP DETROIT,,PO BOX 11404,DETROIT,MI,48211-0404,0,3,3,1000,201007,1,15,0,1,1,201407,5,5,1,0,7,921599,556622,556622,N65,
272677218,LYNN & PAUL ALANDT FOUNDATION,% DAVID M HEMPSTEAD,1901 SAINT ANTOINE ST FL 6,DETROIT,MI,48226-2310,0,3,3,1000,201010,1,4,0,1,1,201312,7,7,0,1,12,9090413,6556804,,T22,
272810691,MACK AVENUE COMMUNITY CHURCH COMMUNITY DEVELOPMENT CORPORATION,,PO BOX 15692,DETROIT,MI,48215-0692,0,3,3,1200,201012,1,15,0,1,1,201408,4,4,1,0,8,237971,279755,279755,S30,
272819270,HEROES ALLIANCE,% REGINALD LANE SR,1442 BRUSH,DETROIT,MI,48226-2285,0,3,3,2000,201405,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B90,
272820769,CHURCH WHERE THE ALTAR BELONGS TO GOD IN CHRIST,% CLYDE SANDERS,PO BOX 8081,DETROIT,MI,48208-0081,0,3,3,7100,201106,1,10,0,1,1,201112,0,0,6,0,12,0,0,0,X21,
272852802,ORDER OF EASTERN STAR GREATER QUEEN ESTHER CHAPTER,% ALLINA ROBINSON,8067 FREDA ST,DETROIT,MI,48204-3125,978,8,9,1000,194701,1,0,279265000,5,1,201212,0,0,2,0,12,0,0,0,,LADIES OF ELECTA 113
272867392,TECH START DETROIT INC,% SIEGEL CLORE III,18846 CHAREST ST,DETROIT,MI,48234-1624,0,3,3,1000,201008,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O50,
272869938,DETROIT PREGNANCY TEST AND HELP CENTER - COMPASSIONATE HOPE MINIST,% DARLENE ALSTON,933 W 7 MILE RD,DETROIT,MI,48203-1929,0,3,3,1000,201106,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P40,
272945708,HIRE A FRESHMAN,% TERRY THORNTON,615 GRISWOLD ST,DETROIT,MI,48226-3900,0,3,3,1000,201301,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,O50,
272957270,CHRIST THE KING SERVICE CORPS,% TERRENCE M GEORGE,22347 ROXFORD ST,DETROIT,MI,48219-2328,0,3,3,1000,201011,1,16,0,1,1,201406,3,4,1,0,6,33266,100547,99491,P20,
272990007,AOA EDUCATIONAL FOUNDATION INC,% JERROLD BIGELMAN,1901 SAINT ANTOINE ST FL 6,DETROIT,MI,48226-2310,0,3,3,2000,201202,1,16,0,1,1,201406,0,0,2,0,6,0,0,0,O99,
273051022,RECOVERYPARK,,8201 ST AUBIN ST STE 200,DETROIT,MI,48211-1301,0,3,3,1000,201107,1,15,0,1,1,201309,2,4,1,0,9,21772,281895,281895,S31,
273072942,WORK OF ART,% AMANDA KOKAS,6533 E JEFFERSON AVE APT 423,DETROIT,MI,48207-4364,0,3,3,1200,201103,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,A25,
273087045,DAD DELPHINE ALFRED DUNCAN FOUNDATION FOR THE DEAF AND HARD,% ANNEBELLE DUNCAN,13560 E MCNICHOLS RD,DETROIT,MI,48205-3426,0,3,3,1000,201212,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P87,
273164734,IMAGINATION STATION OF ROOSEVELT PARK,,1514 WASHINGTON BLVD STE 200,DETROIT,MI,48226-1733,0,3,3,1000,201210,1,15,0,1,1,201312,1,0,2,0,12,21,0,0,A20,
273215381,OB WILSON COMMUNITY ACTION FUND,% LAURA HOWARD,14351 WOODMONT AVE,DETROIT,MI,48227-1370,0,4,3,3000,201107,2,0,0,1,1,201312,0,0,2,0,12,0,0,0,E018,
273346714,IMPACT NETWORK INC,% WAYNE T JACKSON,15738 GRAND RIVER AVE,DETROIT,MI,48227-2225,0,3,3,7000,201105,1,15,0,1,1,201312,4,6,1,0,12,283442,1666873,1666873,X82,
273430788,SAINTS UNITED IN CHRIST,,4486 GRAYTON ST,DETROIT,MI,48224-4006,0,3,3,7000,201102,1,10,0,1,1,,0,0,6,0,12,,,,X20,
273435663,EDUCATING U4 LIFE CDC,% HELEN BROWN-HORTON,22503 GRAND RIVER,DETROIT,MI,48219-5030,0,3,3,1200,201112,1,15,0,1,1,201312,1,2,2,0,12,720,10180,10160,B90,
273466701,BRIGHTER DAY EMPOWERMENT ZONE,,12601 E CANFIELD ST,DETROIT,MI,48215-2210,0,3,3,1000,201408,1,15,0,1,1,201410,0,0,2,0,10,0,0,0,P20,
273467703,THE GREEN DOOR INITIATIVE,% DONELE WILKINS,5555 CONNER STE 1017A,DETROIT,MI,48213-3448,0,3,3,1200,201102,2,15,0,1,1,201309,1,4,1,0,9,6067,178918,178918,C015,
273506833,ST STEPHEN OUTREACH,% MICHAEL A COUSIN,6000 JOHN E HUNTER,DETROIT,MI,48210-1376,0,3,3,1000,201402,1,15,0,1,1,201312,1,0,2,0,12,1,0,0,X20,
273527890,DOSS WAHLS FOUNDATION,,1331 BALMORAL DR,DETROIT,MI,48203-1778,0,3,3,1200,201109,1,4,0,1,1,201312,1,1,0,1,12,5016,3000,,B82,
273529154,DMC FOUNDATION,% ERIC BARRITT,333 W FORT ST STE 2010,DETROIT,MI,48226-3134,0,3,3,1200,201104,1,21,0,1,1,201312,9,8,1,0,12,60243683,14542050,2071173,E12,HEALTH & WELLNESS FOUNDATION
273595116,LIFE GO S ON TRANSITIONAL ORGANIZATION,% JUANNA HARDAWAY,1981 PASADENA ST,DETROIT,MI,48238-2922,0,3,3,1000,201206,1,16,0,1,1,201112,0,0,2,0,12,0,0,0,P50,
273640626,GOLIGHTLY ACADEMY OF INFORMATION TECHNOLOGY ADVISORY BOARD,,7375 WOODWARD AVE STE 9,DETROIT,MI,48202-3158,0,3,3,1000,201411,1,15,0,1,1,,0,0,2,0,12,,,,B80,
273654740,INSTITUTE FOR PATIENT MEDICATION SAFETY AND PHARMACIST PEER REVIEW,% DOUGLAS A MILLER,259 MACK AVE,DETROIT,MI,48201-2427,0,3,3,1000,201102,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,E19,
273661254,KEEPING IT REAL FOUNDATION,% KEEPING IT REAL FOUNDATION,16541 TRACEY ST,DETROIT,MI,48235-4022,0,3,3,1000,201111,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,L41,
273691017,PALPABLE INC,% K S,20581 KENTFIELD ST,DETROIT,MI,48219-1426,0,3,3,2100,201109,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O50,
273730771,EDEN GARDENS BLOCK CLUB,,12155 GLENFIELD ST,DETROIT,MI,48213-4100,0,3,3,1000,201301,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,S22,
273847696,SHEER ABILITY HOUSING,% AUSHAUNTE WATTS,7494 W OUTER DR,DETROIT,MI,48235-3111,0,3,3,1200,201106,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,L40,SAH
273971570,WELLNESS PLAN MEDICAL CENTERS FOUNDATION,,7700 2ND AVE,DETROIT,MI,48202-2411,0,3,3,1000,201112,1,15,0,1,1,201312,7,7,1,0,12,6594384,7228809,4920700,E86,
273973475,UNIQUE SUPPORT SPECIALISTS COMMUNITY OUTREACH INC,% LAVIETTRIEA R TERRELL,14041 CHERRYLAWN ST,DETROIT,MI,48238-2473,0,3,3,1000,201105,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,K30,
273976780,GROSSE POINTE HOUSING FOUNDATION,% DAVID O LARSEN,1901 SAINT ANTOINE ST FL 6,DETROIT,MI,48226-2310,0,3,3,1000,201012,1,4,0,1,1,201312,3,4,0,1,12,81793,439450,,T20,
274027178,GREAT LAKES STEM CELL INNOVATION CENTER,,440 BURROUGHS STREET,DETROIT,MI,48202-3429,0,3,3,1200,201204,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,H99,
274097509,CHASS GROWTH FUND,% RUTH DUMAS-PRESIDENT,5635 W FORT ST,DETROIT,MI,48209-3154,0,3,3,1000,201205,1,21,0,1,1,201309,8,6,1,0,9,12464945,1942006,1942006,E11,
274141000,WOMEN EMPOWERED CROSS N PATHS,,19959 HEYDEN ST,DETROIT,MI,48219-2011,0,3,3,1000,201309,1,15,0,1,1,,0,0,2,0,12,,,,P20,BARBARA DEAN FRANKLIN GEN PTR
274155700,ASHTON FUND,% GARRY BERNATH,8000 E JEFFERSON AVE,DETROIT,MI,48214-3963,0,3,3,1000,201103,1,15,0,1,1,201312,5,4,1,0,12,667966,352569,273634,P122,
274227822,BOGGS EDUCATIONAL CENTER PROJECT TEAM,% JULIA PUTNAM,4141 MITCHELL ST,DETROIT,MI,48207-1620,0,3,3,1000,201109,1,15,0,1,1,201406,4,4,1,0,6,195507,282926,282926,P20,
274268036,NEW MICHIGAN MEDIA,,10 WITHERELL ST APT 2305,DETROIT,MI,48226-1679,0,3,3,2000,201106,1,15,0,1,1,201312,2,3,1,0,12,12960,75011,75011,B990,
274268780,SAVE OUR SYMPHONY INC,% CHRISTOPHER A HAJEK,2003 BROOKLYN ST APT 404,DETROIT,MI,48226-1034,0,3,3,1000,201107,1,15,0,1,1,201412,2,1,2,0,12,11276,4695,4695,A69,
274299034,NEW JOY OUTREACH COMMUNITY CENTER,% SHAI JAMES,15003 JOY RD,DETROIT,MI,48228-2263,0,3,3,1000,201310,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,I01,
274304259,GREEN LIVING SCIENCE,% RACHEL KLEGON,1331 HOLDEN ST,DETROIT,MI,48202-3325,0,3,3,2000,201109,1,15,0,1,1,201406,3,3,1,0,6,59949,80689,80689,C60,
274348087,INSPIRING OUR SONS,% LAURA E HOWARD,9672 MONICA ST APT 2,DETROIT,MI,48204-6803,0,3,3,2100,201104,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O30,
274503306,SENIOR ACCOUNTS ANALYST AND APPRAISERS ASSOCIATION,% TREASURER,PO BOX 13523,DETROIT,MI,48213-0523,0,5,3,2000,201109,2,0,0,1,1,201412,1,3,2,0,12,640,27287,27287,J40,SAAA
274520359,RIVERSIDE COMMUNITY PRESBYTERIAN CHURCH,,17575 HUBBELL ST,DETROIT,MI,48235-2708,1617,3,9,7000,196401,1,10,1029000,5,1,,0,0,2,0,12,,,,,
274528966,PEOPLE FOR PALMER PARK,% NDNI - HELEN BROUGHTON,3521 KENSINGTON AVE,DETROIT,MI,48224-2766,0,3,3,1000,201111,1,15,0,1,1,201312,3,3,2,0,12,40302,62373,0,N32,
274566521,GROSSE POINTE OLD DEVILS HOCKEY CLUB INC,% SEAN P CARSON,1600 EAST GRAND BLVD,DETROIT,MI,48211-3194,0,3,3,1000,201108,1,16,0,1,1,201312,0,0,2,0,12,0,0,0,N123,
274605607,YOU ARE NOT ALONE,% ANITA NASH,11310 BRAILE ST,DETROIT,MI,48228-1243,0,3,3,2000,201110,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O50,
274616034,EXCELLENT SCHOOLS DETROIT,,2111 WOODWARD AVE STE 506,DETROIT,MI,48201-3473,0,3,3,1000,201109,1,15,0,1,1,201306,5,6,1,0,6,695736,2540431,2540431,B90,
274642996,PEOPLES DEVELOPMENT PROGRAM INC,% JAMES LATHAN,18461 SALEM ST,DETROIT,MI,48219-3010,0,3,3,1000,201104,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,
274718918,LIVING ROOM DROP IN CENTER,% PATRICIA L JEFFERSON,2870 E GRAND BLVD,DETROIT,MI,48202-3129,0,3,3,1000,201211,1,15,0,1,1,201411,0,0,2,0,11,0,0,0,F70,PATRICIA L JEFFERSON SOLE MBR
274826925,UNIVERSITY DISTRICT DEVELOPMENT CORPORATION,% RAINY HAMILTON JR,PO BOX 21523,DETROIT,MI,48221-0523,0,3,3,1000,201105,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,S20,
275034344,MTM RETIREE HEALTH CARE PLAN & TRUST,% MICHELLE BRAMAN,PO BOX 75000,DETROIT,MI,48275-3462,0,9,3,1000,201111,2,0,0,2,1,201312,6,5,1,0,12,3273540,887630,313497,Y43,
275140671,J DREW SHEARD MINISTRY,,19161 SCHAEFER HWY STE 100B,DETROIT,MI,48235-1208,0,3,3,7000,201410,1,10,0,1,1,,0,0,6,0,12,,,,X20,
275454096,WEBSTERS PLACE CORP,% SHERRY ANN MOORE,5008 UNDERWOOD ST,DETROIT,MI,48204-2129,0,3,3,1000,201110,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,P80,
275486420,BANK ON DETROIT,% NATALIE MASSEY,3011 WEST GRAND BLVD 12TH FLOOR,DETROIT,MI,48202-3096,0,3,3,1200,201202,1,15,0,1,1,201312,2,3,2,0,12,23827,26700,26700,P51,
276410285,OSHLAG STUCKEY FOUNDATION,% COMERICA BANK & TRUST NA TTEE,PO BOX 75000,DETROIT,MI,48275-7874,0,3,3,1000,201102,1,4,0,2,1,201312,6,5,0,1,12,1633664,973237,,T22,
276434333,ANNA & KARL KOEPKE FOUNDATION,% COMERICA BANK & TRUST NA TEE,PO BOX 75000,DETROIT,MI,48275-7874,0,3,3,1000,201006,1,4,0,2,1,201312,4,4,0,1,12,498119,283772,,T22,
276499174,PULTE HOMES INC VEBA TR,% PULTEGROUP INC,PO BOX 75000,DETROIT,MI,48275-3462,0,9,3,1000,201104,2,0,0,2,1,201312,0,1,2,0,12,0,283,283,Y43,
276922061,SHARYLAND UTILITIES RETIREE HEALTH BENEFIT TR,% SHARYLAND UTILITIES LP,PO BOX 75000,DETROIT,MI,48275-3462,0,9,3,1000,201109,2,0,0,2,1,201312,7,6,1,0,12,6421059,2021818,2011017,Y43,
300002873,DETROIT 300 CONSERVANCY,% TOM PARKINSON,1 CAMPUS MARTIUS 3RD FLOOR,DETROIT,MI,48226-5002,0,3,3,1000,200201,1,15,0,1,1,201312,6,6,1,0,12,3805907,4509902,3820026,N32,
